RA,DEC
257.56424448049285,8.158659478868458
30.080610189041153,-30.64207789792971
231.48553819082966,-79.44289290677625
234.46617203912706,70.55791886771897
217.72858598935585,82.03860042189964
71.21871489738487,1.7830825731428916
303.12984075529874,-2.494454278932949
205.03701746835188,62.625505712860274
224.5103078977709,-54.24598810012478
278.00352653936153,11.67454490599954
200.52043932908256,64.404196545523
328.58288734061654,10.222208130211769
13.532511407871652,83.188779854052
346.4745641408103,43.67406007406274
165.03001763854292,55.880027064814755
341.5619460976592,25.121405654823903
242.45426743829316,57.25564338437306
15.617681467796146,-50.602717112707424
197.7747959270934,59.343579375200704
101.24268328293614,60.571473838096495
57.61723689200741,59.929378522666156
7.2360707953853565,-9.81067024836031
306.09681283627134,-69.36665307532473
308.89389236108156,-33.71567500101493
210.86762668278783,64.80497962154581
80.38985083767338,-28.54516483010496
225.73127430876542,-82.0670421393994
56.60482577516937,-24.984737583566044
248.4129539919024,-39.255954731359225
320.01259318298617,46.80731291435728
292.5259937883906,-43.42078034653157
244.80795613562842,26.14755988953877
112.3600164444357,66.22314414808415
338.99134078526293,42.67150361562062
334.02249523048164,-64.6897825864895
79.63007994769583,32.25400143324332
98.14789156735999,26.373717239981303
254.71741886399704,56.0651617890193
144.42631025073862,-8.08670886000894
297.32111446724883,-82.88912798236984
244.62430073894816,-9.399598546470187
24.74947415837251,69.53301608138875
342.0351252850833,-85.65023763117178
288.9827953683567,-6.558190634602823
51.83353592549618,-83.32803844322842
204.71937529187107,2.906661347890804
150.03071751108877,-39.51195405390115
58.135129942663426,-59.37490936773506
184.93960092527178,-18.299795483291135
59.67706318844379,19.36451521456948
145.50079371616073,89.08862547286873
100.6408018471624,-23.108504562591108
128.17514252553806,65.4475503014551
345.0656884886347,-63.01913565214102
306.83756209861934,70.43498248623507
220.78604974472043,8.003779517039803
282.15352565954686,-76.45203302912455
302.2457207003433,-4.112889065035006
100.7449486363338,-4.38296066043371
99.6869965357667,39.562161913926644
101.09624079572374,-87.23507579157341
267.705052921458,-54.82166124594487
136.97571289306433,41.45095499059414
187.72824354524712,26.1272481501679
130.98029069020268,61.53258084886079
90.9910394908212,10.73350063081277
85.5210746451945,38.1061006426969
318.1908967253101,-40.259600848745514
338.1461075233075,47.863699921517934
118.45719115559078,-77.70434804611037
218.55028978755217,-50.3235860063584
76.59089879848668,-27.14564678058011
196.29470861505558,-68.0261345587719
73.50793692176696,49.00612003018318
20.77075805236346,71.95334149000774
48.54978875987116,82.07667685810057
106.25431673195851,14.441446584179133
97.44286305162348,-57.92326769246025
104.7169658118387,7.007386240749611
95.53600418442723,2.490011743158007
188.48941736201408,62.13601538182158
229.37464070483966,62.89057401185488
22.25032531478847,-45.90544101327291
240.17570000287435,-25.1300200960639
128.21113690355187,67.61483472464678
81.29413399454275,18.034298065954133
334.3840377350129,-68.23083215429058
68.77523966173702,-21.494584592104985
13.890976245726566,8.340613259140468
3.906112885445361,-86.54192033860178
280.1458249562689,24.642476922708155
252.4618924555534,-61.74808636881133
158.19370925280276,-41.368335025388156
247.01023216503495,-39.9055808485405
0.4297009269735552,62.926775722316734
342.9299491060038,9.59073545529688
83.54725082065573,70.83035305727051
332.08862386144546,-82.35522841659392
8.783376024002841,80.83753080301022
80.0180630522804,-0.8837571250828233
321.3129848290583,-27.992249143740608
253.69403764140657,-72.06546616629244
26.438362351976323,57.30744974378118
189.05703764948555,15.394679444840122
39.73919556946876,-29.076810476018537
75.7735057122279,-42.64183066795242
49.08251168846488,35.51711710977307
262.6052970626238,-69.53103142944103
351.5248540349209,30.15471367414642
245.3063633665489,-66.10440010533404
302.61761201877783,15.342943063034753
246.9492385928493,65.86777595778534
57.698268013256126,42.32529804048767
20.35001022504867,-63.72678691993845
25.390230012998714,38.04165575931302
346.8097451031611,24.325968473885695
190.00476899107812,13.627161944859083
86.52444141609193,25.61719167165407
41.79373303008073,-11.89130437432189
181.81043309583615,41.379989230714955
59.683545434126415,73.68711116943365
111.81724201169293,-41.211908374425974
171.84659587902425,-72.46633004418412
183.23793727122802,-70.47619789143008
193.392313822691,17.497929703829314
177.59690736943702,-72.67199730710274
196.80981433310924,33.01797595511995
322.6813316804728,51.20762214887648
113.32952861173051,35.82593654259264
66.42573364883931,51.40472893881193
224.94042899680224,63.14065512400788
320.40072786722675,21.792910575452993
87.20624019918202,15.223550049349853
186.01610065788182,76.08026858165141
8.876981219503044,-20.039121096964507
153.4726913082832,-59.48705966276184
259.60051343529796,-16.940047640397296
190.9052177003909,47.012386976960926
